source	target	weigh	bootscore	confidence
dna-directed rna polymerase	m__hmdb03464	-0.000249688	0.71	0.000177278
aspartate ammonia-lyase	m__hmdb03464	0.000350185	0.5	0.000175092
m__hmdb01149	bilophila_unclassified	-0.001089096	0.16	0.000174255
dephospho-coa kinase	m__hmdb00247	-0.000781631	0.22	0.000171959
dna-directed rna polymerase	m__hmdb00118	-0.000169558	1	0.000169558
methylaspartate mutase	m__hmdb00097	-0.000802443	0.21	0.000168513
shikimate kinase	m__hmdb00873	0.000267113	0.63	0.000168281
dialister_invisus	hydroxylamine reductase	0.00076208	0.22	0.000167657
roseburia_inulinivorans	orotidine-5-phosphate decarboxylase	0.000926766	0.18	0.000166818
phosphoenolpyruvate carboxykinase atp	m__hmdb00128	-0.000873653	0.19	0.000165994
peroxiredoxin	m__hmdb00956	0.001184018	0.14	0.000165763
hgr__b2m	lachnospiraceae_bacterium_2_1_58faa	0.000168714	0.98	0.000165339
histidine kinase	m__hmdb00244	0.000179434	0.92	0.00016508
ruminococcus_gnavus	glutamate decarboxylase	0.00096698	0.17	0.000164387
m__hmdb01257	veillonella_unclassified	0.000450476	0.36	0.000162171
m__hmdb00251	lachnospiraceae_bacterium_7_1_58faa	-0.001588077	0.1	0.000158808
dihydrolipoyl dehydrogenase	m__hmdb00873	-0.000466404	0.34	0.000158577
nadh	m__hmdb00251	0.000558951	0.28	0.000156506
s-ribosylhomocysteine lyase	m__hmdb00870	0.000918617	0.17	0.000156165
enoyl-coa hydratase	m__hmdb00262	-0.000384947	0.4	0.000153979
m__hmdb00101	veillonella_dispar	0.000284464	0.54	0.00015361
m__hmdb04610	odoribacter_splanchnicus	-0.0003651	0.42	0.000153342
acetyl-coa c-acetyltransferase	m__hmdb00020	0.000561251	0.27	0.000151538
m__hmdb00269	holdemania_filiformis	-0.000294629	0.51	0.000150261
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb00247	-0.000450941	0.33	0.000148811
dna-directed rna polymerase	m__hmdb00715	-0.000271565	0.54	0.000146645
m__hmdb01991	bacteroides_caccae	0.000310532	0.47	0.00014595
parabacteroides_distasonis	phosphoenolpyruvate carboxykinase atp	-0.001448301	0.1	0.00014483
bacteroides_caccae	glucose-6-phosphate dehydrogenase nadp+	0.000684549	0.21	0.000143755
m__hmdb00619	lachnospiraceae_bacterium_3_1_57faa_ct1	0.000235078	0.61	0.000143398
methionyl aminopeptidase	m__hmdb00764	0.000195833	0.73	0.000142958
bacterial non-heme ferritin	m__hmdb00715	0.000177654	0.8	0.000142123
faecalibacterium_prausnitzii	protein-npi-phosphohistidine-sugar phosphotransferase	0.000696232	0.2	0.000139246
peptidylprolyl isomerase	m__hmdb00251	-0.000287084	0.48	0.0001378
clostridium_bolteae	formate-c-acetyltransferase-activating enzyme	0.001050526	0.13	0.000136568
hgr__igj	alistipes_onderdonkii	0.000592471	0.23	0.000136268
hgi__igj	barnesiella_intestinihominis	0.000522545	0.26	0.000135862
methylaspartate mutase	m__hmdb00156	-0.000183762	0.73	0.000134146
aldose 1-epimerase	m__hmdb00039	-0.000469668	0.28	0.000131507
hgr__krt8	lachnospiraceae_bacterium_8_1_57faa	-0.000131409	1	0.000131409
adenosylmethionine-8-amino-7-oxononanoate transaminase	m__hmdb00247	0.000673405	0.19	0.000127947
hgr__igj	parabacteroides_unclassified	0.00085072	0.15	0.000127608
dna-directed rna polymerase	m__hmdb00194	0.00026186	0.48	0.000125693
3-hydroxybutyryl-coa dehydrogenase	m__hmdb00020	-0.000459036	0.27	0.00012394
shikimate kinase	m__hmdb00139	0.000138268	0.89	0.000123058
hgr__b2m	clostridium_citroniae	-0.000420249	0.29	0.000121872
pyridoxal 5-phosphate synthase glutamine hydrolyzing	m__hmdb00482	0.000799845	0.15	0.000119977
prevotella_copri	phosphoenolpyruvate carboxykinase atp	0.000570438	0.21	0.000119792
m__hmdb00030	parabacteroides_merdae	0.000314711	0.38	0.00011959
hgi__sepp1	lachnospiraceae_bacterium_3_1_46faa	-0.000135134	0.88	0.000118918
hgr__b2m	clostridium_bolteae	0.000778164	0.15	0.000116725
hgr__igj	clostridium_bartlettii	0.000126346	0.9	0.000113711
m__hmdb00089	veillonella_atypica	0.000405513	0.28	0.000113544
m__hmdb01991	ruminococcaceae_bacterium_d16	-0.000115581	0.98	0.00011327
beta-ketoacyl-acyl-carrier-protein synthase ii	m__hmdb00039	-0.000624862	0.18	0.000112475
dna-directed rna polymerase	m__hmdb00764	-0.000233287	0.48	0.000111978
m__hmdb01257	coprobacillus_unclassified	0.000109433	1	0.000109433
2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase	m__hmdb00020	-0.000389498	0.28	0.000109059
klebsiella_pneumoniae	;  q06996: l_sendf    ;  o55528: l_sendo	-0.000106688	1	0.000106688
adenosylmethionine-8-amino-7-oxononanoate transaminase	m__hmdb00630	0.000247182	0.43	0.000106288
histidine kinase	m__hmdb00764	0.000311406	0.34	0.000105878
adenosylmethionine-8-amino-7-oxononanoate transaminase	m__hmdb04193	0.000554956	0.19	0.000105442
hgr__fabp1	eubacterium_ramulus	-0.000300117	0.35	0.000105041
hgr__b2m	lachnospiraceae_bacterium_7_1_58faa	0.000166653	0.63	0.000104991
triose-phosphate isomerase	m__hmdb00194	0.000186669	0.56	0.000104534
methylaspartate mutase	m__hmdb00156	-0.000165428	0.62	0.000102565
bacterial non-heme ferritin	m__hmdb00956	0.000307966	0.33	0.000101629
peroxiredoxin	m__hmdb00510	-0.000461818	0.22	0.0001016
s-ribosylhomocysteine lyase	m__hmdb01895	0.000153881	0.66	0.000101562
hgi__sepp1	bacteroides_massiliensis	-0.000172132	0.58	9.98364E-05
hgi__defa5	holdemania_unclassified	-0.000108809	0.9	9.7928E-05
preq1 synthase	m__hmdb00089	-0.000232018	0.42	9.74474E-05
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb00725	-9.59689E-05	0.99	9.50092E-05
ribulose-bisphosphate carboxylase	m__hmdb00251	-0.000629453	0.15	9.4418E-05
m__hmdb01257	eubacterium_rectale	0.000217217	0.43	9.34031E-05
roseburia_intestinalis	3-hydroxyacyl-coa dehydrogenase	0.000752165	0.12	9.02598E-05
endopeptidase clp	m__hmdb00725	-9.75749E-05	0.91	8.87932E-05
beta-ketoacyl-acyl-carrier-protein synthase ii	m__hmdb11718	-0.000275402	0.32	8.81286E-05
m__hmdb00239	coprococcus_catus	-0.0001518	0.58	8.80441E-05
m__hmdb00239	prevotella_copri	0.000732147	0.12	8.78576E-05
thymidylate synthase	m__hmdb00156	-0.000164419	0.53	8.71422E-05
hgi__reg1a	oscillibacter_unclassified	0.000433747	0.2	8.67493E-05
nadh	m__hmdb00262	-0.000412199	0.21	8.65617E-05
formate-c-acetyltransferase-activating enzyme	m__hmdb00715	-0.000205064	0.42	8.61268E-05
hgr__krt8	veillonella_parvula	-0.000128097	0.67	8.58251E-05
shikimate kinase	m__hmdb00139	0.000104437	0.82	8.56387E-05
triose-phosphate isomerase	m__hmdb04193	-0.00027531	0.31	8.53462E-05
hgr__atp1a1	ruminococcus_obeum	-0.000128096	0.66	8.45436E-05
hgi__aldob	ruminococcus_callidus	-0.000147895	0.56	8.28211E-05
hgi__igj	clostridium_symbiosum	0.000360012	0.23	8.28028E-05
bacterial non-heme ferritin	m__hmdb01547	-0.000083309	0.99	8.24759E-05
m__hmdb00043	lachnospiraceae_bacterium_5_1_63faa	0.00054931	0.15	8.23966E-05
m__hmdb01257	burkholderiales_bacterium_1_1_47	0.000135114	0.6	8.10686E-05
m__hmdb01149	dorea_longicatena	-0.00012613	0.64	8.07232E-05
glutamate dehydrogenase	m__hmdb00482	-0.000287673	0.28	8.05484E-05
m__hmdb02322	lachnospiraceae_bacterium_2_1_58faa	-0.00008357	0.96	8.02272E-05
bacteroides_eggerthii	2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase	-0.000528776	0.15	7.93163E-05
dna helicase	m__hmdb00365	0.000466034	0.17	7.92257E-05
m__hmdb00039	dorea_formicigenerans	-0.000788577	0.1	7.88577E-05
3-methyl-2-oxobutanoate hydroxymethyltransferase	m__hmdb00365	0.000778164	0.1	7.78164E-05
m__hmdb00138	clostridium_leptum	0.00048632	0.16	7.78111E-05
rna helicase	m__hmdb00043	0.000403507	0.19	7.66662E-05
rna helicase	m__hmdb00156	-7.79304E-05	0.98	7.63718E-05
hgi__b2m	bifidobacterium_adolescentis	0.000688022	0.11	7.56824E-05
m__hmdb02329	anaerotruncus_colihominis	0.000150994	0.5	7.54968E-05
phosphogluconate dehydrogenase nadp+-dependent decarboxylating	m__hmdb00097	-0.00037473	0.2	7.4946E-05
phosphoglycerate mutase 2:3-diphosphoglycerate-dependent	m__hmdb00365	-0.000284464	0.26	7.39605E-05
ribulose-phosphate 3-epimerase	m__hmdb00452	0.000129853	0.56	7.27177E-05
glycerol kinase	m__hmdb00296	0.000484407	0.15	7.2661E-05
hgr__igha1	parasutterella_excrementihominis	0.000104437	0.69	7.20618E-05
orotidine-5-phosphate decarboxylase	m__hmdb00197	-7.57542E-05	0.95	7.19665E-05
hgi__reg1a	prevotella_copri	-0.000340967	0.21	7.1603E-05
m__hmdb00239	clostridium_citroniae	-7.11662E-05	1	7.11662E-05
m__hmdb00619	mitsuokella_unclassified	-9.39962E-05	0.73	6.86172E-05
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb00067	0.000322172	0.21	6.76561E-05
hgr__lgals4	eubacterium_rectale	0.000192835	0.35	6.74921E-05
hgi__clca1	lachnospiraceae_bacterium_3_1_57faa_ct1	0.000124069	0.54	6.69972E-05
fructose-bisphosphate aldolase	m__hmdb00209	-0.000159416	0.42	6.69546E-05
hgr__b2m	clostridium_hathewayi	0.000607307	0.11	6.68037E-05
peroxiredoxin	m__hmdb00870	0.000348948	0.19	6.63002E-05
klebsiella_pneumoniae	triose-phosphate isomerase	-0.000651254	0.1	6.51254E-05
rna helicase	m__hmdb00452	6.46584E-05	1	6.46584E-05
m__hmdb02329	veillonella_dispar	0.000572813	0.11	6.30095E-05
roseburia_intestinalis	3-hydroxybutyryl-coa dehydrogenase	0.000568207	0.11	6.25028E-05
phosphoenolpyruvate carboxykinase atp	m__hmdb00067	-0.000203696	0.3	6.11087E-05
hgr__eef1a1	veillonella_atypica	-9.86383E-05	0.61	6.01694E-05
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb00725	8.45992E-05	0.7	5.92194E-05
dihydroorotate dehydrogenase quinone	m__hmdb00715	0.000226382	0.26	5.88593E-05
bacteroides_stercoris	glutamate dehydrogenase nadp+	0.000420423	0.14	5.88592E-05
preq1 synthase	m__hmdb00630	-0.000102687	0.57	5.85316E-05
m__hmdb01991	burkholderiales_bacterium_1_1_47	9.54394E-05	0.61	5.8218E-05
klebsiella_pneumoniae	ribulose-bisphosphate carboxylase	0.000527787	0.11	5.80566E-05
roseburia_inulinivorans	pyridoxal 5-phosphate synthase glutamine hydrolyzing	-0.000442588	0.13	5.75364E-05
adenosylmethionine-8-amino-7-oxononanoate transaminase	m__hmdb00764	0.000410927	0.14	5.75298E-05
bacteroides_massiliensis	glutamate dehydrogenase	-0.000205444	0.28	5.75244E-05
hgi__igj	bacteroides_uniformis	-0.000260254	0.22	5.72559E-05
hgr__rpl3	bacteroides_xylanisolvens	-0.000439749	0.13	5.71673E-05
hgi__apob	eggerthella_unclassified	6.02789E-05	0.94	5.66622E-05
rna helicase	m__hmdb00020	-9.66392E-05	0.56	5.4118E-05
l-serine ammonia-lyase	m__hmdb00194	0.00019224	0.28	5.38271E-05
rna helicase	m__hmdb00725	-5.25303E-05	1	5.25303E-05
hgr__igj	alistipes_shahii	-0.000246276	0.21	5.17179E-05
m__hmdb00296	eubacterium_siraeum	-0.000429171	0.12	5.15005E-05
m__hmdb02322	ruminococcus_torques	0.000378499	0.13	4.92049E-05
nadh dehydrogenase quinone	m__hmdb00174	-0.000213245	0.23	4.90462E-05
hgr__b2m	clostridium_hathewayi	0.000377116	0.13	4.90251E-05
serine o-acetyltransferase	m__hmdb00482	-0.000324271	0.15	4.86406E-05
hgr__rpl3	veillonella_unclassified	-0.000285678	0.17	4.85652E-05
klebsiella_pneumoniae	;  q06996: l_sendf    ;  o55528: l_sendo	4.78368E-05	1	4.78368E-05
dna-directed rna polymerase	m__hmdb00209	-9.86383E-05	0.48	4.73464E-05
peroxiredoxin	m__hmdb00452	-0.000106815	0.44	4.69985E-05
hgi__defa5	holdemania_unclassified	-6.80165E-05	0.69	4.69314E-05
hgr__tpt1	bifidobacterium_adolescentis	4.71141E-05	0.99	4.6643E-05
hgr__fth1	prevotella_copri	-0.000271123	0.17	4.6091E-05
hgi__reg3a	alistipes_finegoldii	-0.000123425	0.37	4.56673E-05
m__hmdb02322	burkholderiales_bacterium_1_1_47	-9.59689E-05	0.46	4.41457E-05
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb01895	7.11959E-05	0.62	4.41415E-05
m__hmdb00101	clostridium_bolteae	0.000227846	0.19	4.32908E-05
m__hmdb04610	lachnospiraceae_bacterium_2_1_58faa	5.30603E-05	0.81	4.29788E-05
roseburia_intestinalis	l-serine ammonia-lyase	0.000237283	0.18	4.27109E-05
m__hmdb00097	eubacterium_siraeum	-0.000247454	0.17	4.20671E-05
beta-lactamase	m__hmdb00251	-0.000188177	0.22	4.13989E-05
l-lactate dehydrogenase	m__hmdb01169	5.04334E-05	0.78	3.93381E-05
nadh dehydrogenase quinone	m__hmdb00209	-3.87549E-05	1	3.87549E-05
hgi__defa5	clostridiales_bacterium_1_7_47faa	0.000121694	0.31	3.7725E-05
hgr__hla-b	odoribacter_splanchnicus	-0.000197886	0.19	3.75983E-05
hgr__krt8	haemophilus_parainfluenzae	-0.0001518	0.24	3.6432E-05
hgi__apob	clostridium_hathewayi	0.000278678	0.13	3.62281E-05
m__hmdb00030	clostridiales_bacterium_1_7_47faa	9.97669E-05	0.36	3.59161E-05
hgr__eef1a1	alistipes_finegoldii	0.000162465	0.22	3.57422E-05
hgr__b2m	coprococcus_catus	-8.65628E-05	0.41	3.54907E-05
rna helicase	m__hmdb00138	-0.000321689	0.11	3.53858E-05
ubiquinol oxidase electrogenic: non h+-transporting	m__hmdb04193	0.000352267	0.1	3.52267E-05
pseudomonas_unclassified	;  q06996: l_sendf    ;  o55528: l_sendo	0.000266222	0.13	3.46089E-05
dna-directed rna polymerase	m__hmdb00063	-3.43164E-05	1	3.43164E-05
phosphogluconate dehydrogenase nadp+-dependent decarboxylating	m__hmdb00511	-0.000114109	0.3	3.42327E-05
nadh	m__hmdb00244	-0.000106815	0.32	3.41807E-05
m__hmdb01991	streptococcus_parasanguinis	0.00026186	0.13	3.40418E-05
hgi__anpep	clostridiales_bacterium_1_7_47faa	0.000109634	0.31	3.39865E-05
m__hmdb00239	alistipes_putredinis	-0.000258484	0.13	3.36029E-05
m__hmdb00637	bacteroides_vulgatus	0.000213767	0.15	3.2065E-05
acetyl-coa c-acetyltransferase	m__hmdb00715	-0.000177286	0.18	3.19114E-05
glutamate decarboxylase	m__hmdb00870	0.000187495	0.17	3.18741E-05
h+-transporting two-sector atpase	m__hmdb00510	-0.000210564	0.15	3.15847E-05
methylaspartate mutase	m__hmdb00630	-0.000124691	0.25	3.11729E-05
5-formyltetrahydrofolate cyclo-ligase	m__hmdb00197	-3.76324E-05	0.82	3.08586E-05
m__hmdb00239	ruminococcus_callidus	0.000108812	0.28	3.04673E-05
m__hmdb04610	clostridium_asparagiforme	3.87217E-05	0.76	2.94285E-05
akkermansia_muciniphila	thymidylate synthase	0.000125984	0.23	2.89764E-05
dna-directed rna polymerase	m__hmdb04193	-0.00014433	0.2	2.8866E-05
dna-directed rna polymerase	m__hmdb01169	-5.54422E-05	0.52	2.88299E-05
nadh	m__hmdb00715	0.000203033	0.14	2.84247E-05
m__hmdb00030	holdemania_filiformis	9.31135E-05	0.3	2.79341E-05
hgr__actg1	coprococcus_comes	-6.56028E-05	0.42	2.75532E-05
hgr__b2m	ruminococcus_torques	0.000130901	0.21	2.74893E-05
methionyl aminopeptidase	m__hmdb00510	5.69643E-05	0.48	2.73429E-05
hgi__ftl	bacteroides_thetaiotaomicron	-0.000248407	0.11	2.73248E-05
akkermansia_muciniphila	glucose-6-phosphate dehydrogenase nadp+	0.00024643	0.11	2.71073E-05
phosphogluconate dehydrogenase nadp+-dependent decarboxylating	m__hmdb00448	0.000126343	0.21	2.6532E-05
peroxiredoxin	m__hmdb03464	0.000175092	0.15	2.62638E-05
phosphoenolpyruvate carboxykinase atp	m__hmdb02123	-6.56032E-05	0.4	2.62413E-05
glutamate dehydrogenase	m__hmdb00097	0.00026186	0.1	2.6186E-05
methylaspartate mutase	m__hmdb00098	-0.000144079	0.18	2.59342E-05
rna helicase	m__hmdb00873	7.11959E-05	0.35	2.49186E-05
shikimate kinase	m__hmdb00063	2.48992E-05	1	2.48992E-05
m__hmdb04610	anaerotruncus_unclassified	-2.53947E-05	0.98	2.48868E-05
m__hmdb11718	clostridium_citroniae	-0.0002252	0.11	2.4772E-05
m__hmdb00101	anaerotruncus_colihominis	2.46722E-05	1	2.46722E-05
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb00244	-6.14368E-05	0.4	2.45747E-05
hgi__sepp1	ruminococcus_torques	-5.08586E-05	0.48	2.44121E-05
protein-npi-phosphohistidine-sugar phosphotransferase	m__hmdb01547	-4.27295E-05	0.57	2.43558E-05
enoyl-coa hydratase	m__hmdb03464	-0.000142975	0.17	2.43057E-05
hgi__cd74	bacteroides_massiliensis	-9.32343E-05	0.26	2.42409E-05
ubiquinol oxidase electrogenic: non h+-transporting	m__hmdb03464	0.000241393	0.1	2.41393E-05
uridine kinase	m__hmdb00194	5.43286E-05	0.44	2.39046E-05
nadh	m__hmdb00764	-0.000217235	0.11	2.38959E-05
hgi__apob	alistipes_putredinis	-0.000166654	0.14	2.33315E-05
5-formyltetrahydrofolate cyclo-ligase	m__hmdb00197	-2.35452E-05	0.95	2.23679E-05
m__hmdb00269	dorea_longicatena	-0.000201352	0.11	2.21487E-05
m__hmdb04610	bacteroides_thetaiotaomicron	0.000220206	0.1	2.20206E-05
dihydroorotate dehydrogenase quinone	m__hmdb00873	0.000121476	0.18	2.18656E-05
hgr__pigr	bacteroides_caccae	0.000218452	0.1	2.18452E-05
3-hydroxyacyl-acyl-carrier-protein dehydratase	m__hmdb00194	0.00014418	0.15	2.1627E-05
beta-ketoacyl-acyl-carrier-protein synthase ii	m__hmdb00174	-0.000135116	0.15	2.02674E-05
hgi__anpep	holdemania_filiformis	-7.38836E-05	0.27	1.99486E-05
hgi__reg1a	bacteroides_caccae	0.000128872	0.15	1.93307E-05
glycerate 3-kinase	m__hmdb11718	-0.000137639	0.14	1.92695E-05
week sample obtained	oscillibacter_unclassified	3.17835E-05	0.6	1.90701E-05
4-cytidine 5-diphospho-2-c-methyl-d-erythritol kinase	m__hmdb01895	-2.03663E-05	0.91	1.85333E-05
3-methyl-2-oxobutanoate hydroxymethyltransferase	m__hmdb00448	0.000121123	0.15	1.81684E-05
shikimate kinase	m__hmdb11718	0.000032768	0.55	1.80224E-05
m__hmdb01991	roseburia_unclassified	0.000098539	0.18	1.7737E-05
m__hmdb01991	anaerotruncus_colihominis	2.48992E-05	0.71	1.76784E-05
hgi__apob	roseburia_inulinivorans	-0.000048961	0.36	1.7626E-05
m__hmdb00128	bifidobacterium_adolescentis	-0.000144328	0.12	1.73194E-05
rna helicase	m__hmdb00063	0.000017828	0.96	1.71149E-05
triose-phosphate isomerase	m__hmdb00251	0.000119703	0.14	1.67584E-05
m__hmdb00239	anaerotruncus_colihominis	3.55279E-05	0.47	1.66981E-05
nadh	m__hmdb01895	6.80169E-05	0.24	1.63241E-05
bacterial non-heme ferritin	m__hmdb00715	6.80169E-05	0.24	1.63241E-05
hgi__igj	burkholderiales_bacterium_1_1_47	0.000133667	0.12	1.604E-05
shikimate kinase	m__hmdb00448	9.42559E-05	0.17	1.60235E-05
pyridoxine 5-phosphate synthase	m__hmdb00139	-7.84628E-05	0.2	1.56926E-05
protein-npi-phosphohistidine-sugar phosphotransferase	m__hmdb02123	6.03126E-05	0.26	1.56813E-05
rna helicase	m__hmdb00222	-0.000086563	0.18	1.55813E-05
dna-directed rna polymerase	m__hmdb00197	-1.68356E-05	0.9	1.5152E-05
m__hmdb04610	anaerotruncus_unclassified	-1.71141E-05	0.88	1.50604E-05
glycerol kinase	m__hmdb00156	7.11957E-05	0.21	1.49511E-05
phosphoenolpyruvate carboxykinase atp	m__hmdb00247	-0.000132202	0.11	1.45422E-05
pyridoxal 5-phosphate synthase	m__hmdb00482	0.000111806	0.13	1.45348E-05
5-formyltetrahydrofolate cyclo-ligase	m__hmdb00019	1.46824E-05	0.98	1.43888E-05
m__hmdb00101	escherichia_coli	-0.000139158	0.1	1.39158E-05
enoyl-coa hydratase	m__hmdb00812	-1.43561E-05	0.95	1.36383E-05
m__hmdb02322	propionibacterium_acnes	2.00372E-05	0.68	1.36253E-05
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb00452	-5.04357E-05	0.27	1.36176E-05
phosphatidate cytidylyltransferase	m__hmdb01169	1.95558E-05	0.68	1.32979E-05
cytochrome-c oxidase	m__hmdb00244	-0.000057536	0.23	1.32333E-05
triose-phosphate isomerase	m__hmdb03464	-8.80616E-05	0.15	1.32092E-05
bacteroides_fragilis	formate-c-acetyltransferase-activating enzyme	0.000107485	0.12	1.28982E-05
hgi__b2m	mitsuokella_unclassified	5.54422E-05	0.23	1.27517E-05
3-methyl-2-oxobutanoate hydroxymethyltransferase	m__hmdb00873	8.45992E-05	0.15	1.26899E-05
beta-lactamase	m__hmdb00251	-8.85676E-05	0.14	1.23995E-05
hgi__defa5	bilophila_wadsworthia	-5.75366E-05	0.21	1.20827E-05
m__hmdb01149	holdemania_unclassified	0.000042065	0.28	1.17782E-05
hgi__anpep	anaerotruncus_unclassified	3.55279E-05	0.33	1.17242E-05
hgr__eef1a1	oscillibacter_unclassified	-8.18683E-05	0.14	1.14616E-05
hgi__igj	veillonella_atypica	6.02789E-05	0.19	1.1453E-05
m__hmdb00626	ruminococcus_obeum	-5.30618E-05	0.21	1.1143E-05
nadh dehydrogenase quinone	m__hmdb03464	7.66654E-05	0.14	1.07332E-05
l-serine ammonia-lyase	m__hmdb00156	5.17138E-05	0.2	1.03428E-05
histidine kinase	m__hmdb01547	-4.54413E-05	0.22	9.99709E-06
glutamate decarboxylase	m__hmdb04193	7.66654E-05	0.13	9.9665E-06
peptidylprolyl isomerase	m__hmdb00222	-9.94931E-05	0.1	9.94931E-06
m__hmdb00056	clostridium_asparagiforme	-5.74569E-05	0.17	9.76767E-06
hgi__sepp1	ruminococcus_callidus	-5.04357E-05	0.19	9.58278E-06
m__hmdb01257	veillonella_atypica	3.17834E-05	0.3	9.53502E-06
m__hmdb00365	anaerotruncus_colihominis	-7.32092E-05	0.13	9.5172E-06
hgr__rpl3	streptococcus_thermophilus	2.20377E-05	0.43	9.47621E-06
hgi__reg1a	dorea_unclassified	0.000017828	0.53	9.44884E-06
phosphoglycerate mutase 2:3-diphosphoglycerate-dependent	m__hmdb01547	1.00593E-05	0.93	9.35515E-06
m__hmdb00056	anaerotruncus_colihominis	5.17138E-05	0.18	9.30848E-06
ubiquinol oxidase electrogenic: non h+-transporting	m__hmdb00063	3.25219E-05	0.28	9.10613E-06
m__hmdb01257	ruminococcus_torques	0.000032768	0.27	8.84736E-06
m__hmdb04610	bacteroides_uniformis	7.11956E-05	0.12	8.54347E-06
hgi__sepp1	bacteroides_massiliensis	-6.56034E-05	0.13	8.52844E-06
shikimate kinase	m__hmdb00510	8.52164E-05	0.1	8.52164E-06
dna-directed rna polymerase	m__hmdb00019	-8.2035E-06	1	8.2035E-06
beta-ketoacyl-acyl-carrier-protein synthase ii	m__hmdb00764	-7.11956E-05	0.11	7.83152E-06
enoyl-coa hydratase	m__hmdb00812	-8.4369E-06	0.91	7.67758E-06
pyridoxal 5-phosphate synthase glutamine hydrolyzing	m__hmdb01895	-4.78244E-05	0.16	7.6519E-06
dna-directed rna polymerase	m__hmdb01169	-9.6194E-06	0.78	7.50313E-06
beta-lactamase	m__hmdb11718	-7.32339E-05	0.1	7.32339E-06
m__hmdb00030	dorea_formicigenerans	5.54452E-05	0.13	7.20788E-06
week sample obtained	ruminococcus_torques	5.54422E-05	0.13	7.20749E-06
methionyl aminopeptidase	m__hmdb00448	0.000018049	0.39	7.03911E-06
shikimate kinase	m__hmdb00812	6.4292E-06	0.99	6.36491E-06
hgi__hla-dra	ruminococcaceae_bacterium_d16	-5.75365E-05	0.11	6.32902E-06
glycerol kinase	m__hmdb00063	5.54422E-05	0.11	6.09864E-06
2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase	m__hmdb00452	-5.04357E-05	0.12	6.05228E-06
phosphopyruvate hydratase	m__hmdb00452	1.46824E-05	0.41	6.01978E-06
hgi__olfm4	eubacterium_eligens	-3.28623E-05	0.18	5.91521E-06
hgi__ftl	bacteroides_xylanisolvens	-5.30661E-05	0.11	5.83727E-06
5-formyltetrahydrofolate cyclo-ligase	m__hmdb00063	1.35826E-05	0.42	5.70469E-06
hgi__aldob	ruminococcus_callidus	-2.26556E-05	0.25	5.6639E-06
dna-directed rna polymerase	m__hmdb04193	-5.04357E-05	0.11	5.54793E-06
glycerol kinase	m__hmdb00139	-4.37682E-05	0.12	5.25218E-06
hgr__eef1a1	flavonifractor_plautii	-3.98947E-05	0.13	5.18631E-06
hgr__krt8	dorea_unclassified	1.00593E-05	0.51	5.13024E-06
hgr__krt8	oscillibacter_unclassified	3.87549E-05	0.13	5.03814E-06
week sample obtained	bacteroides_faecis	1.00593E-05	0.48	4.82846E-06
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb02123	4.33827E-05	0.11	4.7721E-06
hgr__actg1	veillonella_atypica	-3.17835E-05	0.15	4.76753E-06
hgr__lgals4	ruminococcus_obeum	-2.26556E-05	0.21	4.75768E-06
aspartate ammonia-lyase	m__hmdb00139	-2.78525E-05	0.17	4.73493E-06
m__hmdb04610	ruminococcus_callidus	-2.26556E-05	0.19	4.30456E-06
m__hmdb00239	clostridium_citroniae	-1.71141E-05	0.25	4.27853E-06
dna-directed rna polymerase	m__hmdb00098	-2.03663E-05	0.21	4.27692E-06
m__hmdb04610	veillonella_atypica	2.26555E-05	0.18	4.07799E-06
hgi__sepp1	holdemania_unclassified	-4.2185E-06	0.96	4.04976E-06
aspartate ammonia-lyase	m__hmdb00715	-3.98947E-05	0.1	3.98947E-06
hgi__clca1	clostridium_asparagiforme	3.05698E-05	0.13	3.97407E-06
methylaspartate mutase	m__hmdb00812	-8.2035E-06	0.48	3.93768E-06
shikimate kinase	m__hmdb03357	5.1352E-06	0.74	3.80005E-06
hgr__lgals4	veillonella_atypica	2.08236E-05	0.18	3.74825E-06
superoxide dismutase	m__hmdb00194	1.35822E-05	0.27	3.66719E-06
hgi__olfm4	roseburia_inulinivorans	1.55249E-05	0.23	3.57073E-06
dna-directed rna polymerase	m__hmdb00715	-3.55308E-05	0.1	3.55308E-06
pyridoxine 5-phosphate synthase	m__hmdb03357	-8.4369E-06	0.4	3.37476E-06
dna-directed rna polymerase	m__hmdb00019	-4.2185E-06	0.75	3.16388E-06
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb00097	-1.55249E-05	0.19	2.94973E-06
rna helicase	m__hmdb00251	2.03658E-05	0.13	2.64755E-06
h+-transporting two-sector atpase	m__hmdb03357	4.2185E-06	0.62	2.61547E-06
aspartate ammonia-lyase	m__hmdb03357	-5.13521E-06	0.48	2.4649E-06
